"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
內湖區,湖興里,2745,3352101,1221,711,397,1294,4183.60,342.59
內湖區,大湖里,2060,3094678,1502,901,448,1681,3001.99,199.83
內湖區,紫雲里,1881,1983381,1054,735,392,1364,1158.16,109.84
內湖區,瑞陽里,2749,3273934,1191,756,421,1481,1610.32,135.21
內湖區,清白里,3189,5376287,1686,916,452,1904,3566.19,211.53
內湖區,港墘里,2142,2640466,1233,763,407,1486,2538.51,205.93
內湖區,西湖里,2659,2627177,988,673,389,1204,1515.69,153.40
內湖區,石潭里,1354,2264993,1673,844,449,1579,6012.01,359.39
內湖區,葫洲里,2533,3774570,1490,928,473,1827,2404.86,161.38
內湖區,五分里,3357,3203622,954,689,406,1222,996.55,104.43
內湖區,內湖里,2206,2480744,1125,720,366,1429,1600.73,142.34
內湖區,週美里,2688,4147212,1543,773,414,1539,4336.46,281.07
內湖區,內溝里,1618,1621710,1002,671,386,1264,1118.19,111.56
內湖區,碧山里,2276,2560728,1125,730,409,1372,2164.38,192.37
內湖區,瑞光里,1654,1834249,1109,720,405,1321,2476.83,223.34
內湖區,金龍里,1866,1754712,940,648,383,1177,1344.00,142.92
內湖區,行善里,2240,2127171,950,675,382,1219,961.17,101.22
內湖區,湖濱里,2929,4632230,1582,836,423,1713,3950.29,249.78
內湖區,東湖里,2751,2452407,891,644,364,1135,850.87,95.45
內湖區,樂康里,2910,2624897,902,674,393,1181,837.85,92.89
內湖區,西安里,2518,3023473,1201,737,410,1390,4320.31,359.80
內湖區,西康里,3419,5167440,1511,783,420,1583,5417.78,358.46
內湖區,港富里,3160,3979580,1259,742,396,1406,4328.31,343.69
內湖區,港華里,3188,4181288,1312,718,393,1413,4117.63,313.95
內湖區,港都里,1926,2441373,1268,738,400,1422,2848.40,224.71
內湖區,金瑞里,2286,2328379,1019,701,398,1274,1102.08,108.20
內湖區,湖元里,2120,2550259,1203,755,408,1390,1983.73,164.91
內湖區,安湖里,2642,2972119,1125,746,400,1427,1393.89,123.91
內湖區,秀湖里,2392,4262237,1782,878,441,1790,3710.42,208.23
內湖區,安泰里,1808,1666649,922,658,380,1162,1056.38,114.60
內湖區,金湖里,3433,8713718,2538,1183,537,2595,6545.10,257.86
內湖區,康寧里,2941,3729265,1268,824,442,1593,2018.72,159.20
內湖區,明湖里,1772,1876698,1059,698,394,1338,1491.38,140.82
內湖區,蘆洲里,394,303608,771,522,348,908,963.39,125.02
內湖區,麗山里,2069,2557856,1236,752,412,1488,2170.72,175.59
內湖區,寶湖里,3037,6543373,2155,1240,557,2539,3683.60,170.97
內湖區,南湖里,1859,3193950,1718,1120,533,2207,2221.31,129.29
士林區,仁勇里,1282,1435202,1120,633,351,1181,4579.38,409.06
士林區,福林里,1014,2378087,2345,742,390,1439,21513.37,917.32
士林區,福志里,2804,3641925,1299,752,420,1523,2249.80,173.22
士林區,福德里,1525,1906942,1250,737,386,1459,3339.48,267.06
士林區,福佳里,2696,3449735,1280,700,381,1368,2697.76,210.83
士林區,舊佳里,2186,2676478,1224,662,364,1281,5112.90,417.59
士林區,富光里,1709,1382410,809,568,356,963,1859.15,229.84
士林區,後港里,2793,2868645,1027,656,365,1216,1530.93,149.06
士林區,前港里,1519,1808133,1190,674,373,1302,5209.74,437.67
士林區,福中里,2293,2260226,986,664,386,1209,1214.19,123.18
士林區,葫蘆里,2358,1984960,842,620,356,1051,1052.96,125.08
士林區,福順里,1642,1417414,863,599,355,1036,999.48,115.78
士林區,葫東里,1282,1070145,835,609,350,1005,939.65,112.57
士林區,社新里,2637,2108219,799,579,356,1008,776.97,97.19
士林區,社子里,1948,1712728,879,621,373,1053,1197.68,136.22
士林區,永倫里,2333,1885738,808,589,362,1003,773.39,95.68
士林區,翠山里,1023,1357451,1327,722,383,1510,2591.19,195.28
士林區,福安里,1175,891405,759,537,344,880,912.62,120.30
士林區,富洲里,1493,1132881,759,545,346,911,855.01,112.68
士林區,承德里,2087,2522477,1209,738,403,1369,1972.23,163.18
士林區,蘭雅里,3132,4307505,1375,767,408,1471,3499.76,254.47
士林區,德行里,1591,2025196,1273,702,361,1332,4052.69,318.38
士林區,忠誠里,2088,5319205,2548,760,391,1501,33819.10,1327.53
